numero,nombre,tipo,contacto,correo,telefono,observaciones,tipo_contribuyente_id,cuit,alta,baja,activo,frecuencia,importe,nro_cuenta_id,fecha_donacion
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,117.472,12,2021-07-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,104.618,12,2021-10-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,39.42,12,2022-01-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,46.331,12,2022-04-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,40.212,12,2022-07-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,64.932,12,2022-10-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,81.503,12,2023-01-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,73.476,12,2023-04-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,117.902,12,2023-07-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,38.437,12,2023-10-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,73.466,12,2024-01-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,115.458,12,2024-04-01
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,5,34387655660,2024-01-01,2024-05-30,NO,Mensual,57.632,9,2024-01-01
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,5,34387655660,2024-01-01,2024-05-30,NO,Mensual,88.336,9,2024-02-15
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,5,34387655660,2024-01-01,2024-05-30,NO,Mensual,58.897,9,2024-03-08
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,5,34387655660,2024-01-01,2024-05-30,NO,Mensual,33.079,9,2024-04-22
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,5,34387655660,2024-01-01,2024-05-30,NO,Mensual,24.515,9,2024-05-10
