Número,Nombre,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razon Social,tipo_contribuyente_id,CUIT,Alta,Baja,Activo,Frecuencia,Importe,nro_cuenta_id,Fecha de la donacion
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$334.523,12,22/09/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$366.542,12,7/10/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$537.160,12,19/11/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$553.331,12,5/12/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$356.962,12,01/01/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$263.071,12,15/02/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$525.330,12,08/03/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$508.349,12,23/04/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$501.922,12,12/05/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$462.336,12,30/06/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$445.924,12,14/07/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$341.986,12,05/08/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$307.348,12,19/09/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$449.104,12,3/10/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$265.027,12,22/11/2023
D00134,Energía Sustentable S.A,Energía Sustentable,Campaña,Contacto AES,,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,5,33-12345678-9,01/01/2023,31/12/2023,NO,Mensual,$547.298,12,9/12/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$60.805,12,01/01/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$32.127,12,01/03/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$63.835,12,01/05/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$84.204,12,01/07/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$121.573,12,01/09/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$179.927,12,1/11/2020
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$433.438,12,01/01/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$526.926,12,01/03/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$271.642,12,01/05/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$400.338,12,01/07/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$545.228,12,01/09/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$244.089,12,1/11/2021
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$569.863,12,01/01/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$465.762,12,01/03/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$268.395,12,01/05/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$694.300,12,01/07/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$676.067,12,01/09/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$727.911,12,1/11/2022
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$538.554,12,01/01/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$572.337,12,01/03/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$604.351,12,01/05/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$563.349,12,01/07/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$697.998,12,01/09/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$675.277,12,1/11/2023
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$747.671,12,01/01/2024
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$607.880,12,01/03/2024
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$668.347,12,01/05/2024
D00135,Logística Global SRL,Logística Global,Campaña,Contacto ALG,,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,4,20-98765432-1,01/01/2020,,SI,Bimestral,$761.671,12,01/07/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$771.106,12,01/01/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$626.668,12,15/02/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$647.753,12,08/03/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$571.778,12,22/04/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$783.804,12,10/05/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$578.491,12,30/06/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$770.156,12,14/07/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$648.108,12,05/08/2024
D00136,AgroIndustrias del Sur SA,AgroIndustrias del Sur,Agroindustria,Contacto AAS,,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,3,33-11223344-5,01/01/2024,,SI,Mensual,$556.901,12,02/09/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$46.148,12,05/06/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$23.153,12,05/07/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$83.712,12,05/08/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$55.339,12,05/09/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$65.179,12,5/10/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$173.595,12,5/11/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$116.913,12,5/12/2022
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$447.298,12,05/01/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$307.698,12,05/02/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$464.627,12,05/03/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$294.917,12,05/04/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$273.536,12,05/05/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$477.167,12,05/06/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$345.240,12,05/07/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$578.153,12,05/08/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$255.436,12,05/09/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$630.203,12,5/10/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$788.229,12,5/11/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$667.281,12,5/12/2023
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$663.026,12,05/01/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$575.890,12,05/02/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$704.002,12,05/03/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$776.587,12,05/04/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$700.318,12,05/05/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$782.687,12,05/06/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$711.560,12,05/07/2024
D00137,TecnoAvanzado SRL,TecnoAvanzado,Tecnología,Contacto ATS,,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,4,20-22334455-6,05/06/2022,,SI,Mensual,$768.202,12,05/08/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$71.381,12,02/02/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$55.346,12,12/03/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$66.576,12,08/04/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$83.697,12,25/05/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$40.499,12,10/06/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$41.123,12,28/07/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$15.614,12,15/08/2024
D00138,Innovación Solar S.A,Innovación Solar,Campaña,Contacto AIS,,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,5,30-99887766-7,02/02/2024,,SI,Mensual,$34.964,12,05/09/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$551.050,12,01/04/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$700.290,12,15/05/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$565.167,12,08/06/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$635.642,12,22/07/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$642.222,12,10/08/2024
D00139,TechGreen Innovación SRL,TechGreen Innovación,Agroindustria,Contacto ATG,,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,3,25-67890123-0,01/04/2024,,SI,Mensual,$514.844,12,01/09/2024
D00140,EcoTransporte SA,EcoTransporte,Estado,Contacto AET,,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,1,30-33445566-7,01/04/2022,1/12/2023,NO,Semestral,$496.574,12,01/04/2022
D00140,EcoTransporte SA,EcoTransporte,Estado,Contacto AET,,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,1,30-33445566-7,01/04/2022,1/12/2023,NO,Semestral,$444.382,12,1/10/2022
D00140,EcoTransporte SA,EcoTransporte,Estado,Contacto AET,,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,1,30-33445566-7,01/04/2022,1/12/2023,NO,Semestral,$488.440,12,01/04/2023
D00140,EcoTransporte SA,EcoTransporte,Estado,Contacto AET,,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,1,30-33445566-7,01/04/2022,1/12/2023,NO,Semestral,$309.601,12,1/10/2023
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$51.713,12,01/01/2021
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$109.533,12,01/04/2021
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$117.472,12,01/07/2021
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$104.618,12,1/10/2021
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$39.420,12,01/01/2022
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$46.331,12,01/04/2022
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$40.212,12,01/07/2022
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$64.932,12,1/10/2022
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$81.503,12,01/01/2023
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$73.476,12,01/04/2023
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$117.902,12,01/07/2023
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$38.437,12,1/10/2023
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$73.466,12,01/01/2024
D00141,Apoyo Social Universal GOB,Apoyo Social Universal,Estado,Contacto AK,,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,1,30-33675566-8,01/01/2021,01/06/2024,NO,Trimestral,$115.458,12,01/04/2024
D00142,Bebidas S.A,Bebidas,Campaña,Contacto GHY,,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,5,34-38765566-0,01/01/2024,30/05/2024,NO,Mensual,$57.632,9,01/01/2024
D00142,Bebidas S.A,Bebidas,Campaña,Contacto GHY,,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,5,34-38765566-0,01/01/2024,30/05/2024,NO,Mensual,$88.336,9,15/02/2024
D00142,Bebidas S.A,Bebidas,Campaña,Contacto GHY,,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,5,34-38765566-0,01/01/2024,30/05/2024,NO,Mensual,$58.897,9,08/03/2024
